species_number,adore_species_number,latin_name,resolved_name,ecotox_group,tax_group,n_records_field,n_records_adore,in_adore_processed,in_adore_public,in_phylo,in_deb
2267,,Cipangopaludina chinensis,Cipangopaludina chinensis,Molluscs,other,4,0,0,0,0,0
1351,,Cladophora glomerata,Cladophora glomerata,Algae,algae,4,0,0,0,0,0
3018,,Clioperla clio,Clioperla clio,Insects/Spiders,other,4,0,0,0,0,0
38522,,Coccomyxa subellipsoidea,Coccomyxa subellipsoidea,Algae,algae,4,0,0,0,0,0
5875,,Colubotelson chiltoni ssp. minor,Colubotelson chiltoni ssp. minor,Crustaceans,crusta,4,0,0,0,0,0
6035,,Crassostrea sp.,Crassostrea sp.,Molluscs,other,4,0,0,0,0,0
48092,,Craterocephalus marianae,Craterocephalus marianae,Fish,fish,4,0,0,0,0,0
2826,,Culicoides sp.,Culicoides sp.,Insects/Spiders,other,4,0,0,0,0,0
19557,,Cynops pyrrhogaster,Cynops pyrrhogaster,Amphibians,other,4,0,0,0,0,0
48041,,Diamesa zernyi,Diamesa zernyi,Insects/Spiders,other,4,0,0,0,0,0
10329,,Diatomaceae,Diatomaceae,Algae,algae,4,0,0,0,0,0
18292,,Disparalona rostrata,Disparalona rostrata,Crustaceans,crusta,4,0,0,0,0,0
2043,,Donax trunculus,Donax trunculus,Molluscs,other,4,0,0,0,0,0
613,,Drunella cornuta,Drunella cornuta,Insects/Spiders,other,4,0,0,0,0,0
4557,,Dugesia bengalensis,Dugesia bengalensis,Worms,other,4,0,0,0,0,0
162,,Dytiscus marginalis,Dytiscus marginalis,Insects/Spiders,other,4,0,0,0,0,0
34391,,Ecklonia cava,Ecklonia cava,Algae,algae,4,0,0,0,0,0
11930,,Egeria sp.,Egeria sp.,"Flowers, Trees, Shrubs, Ferns",other,4,0,0,0,0,0
5769,,Elliptio icterina,Elliptio icterina,Molluscs,other,4,0,0,0,0,0
525,,Encrasicholina purpurea,Encrasicholina purpurea,Fish,fish,4,0,0,0,0,0
40910,,Encyonema neomesianum,Encyonema neomesianum,Algae,algae,4,0,0,0,0,0
4751,,Epinephelus sp.,Epinephelus sp.,Fish,fish,4,0,0,0,0,0
534,,Erpobdellidae,Erpobdellidae,Worms,other,4,0,0,0,0,0
872,,Euplotes vannus,Euplotes vannus,Other Invertebrates,other,4,0,0,0,0,0
19186,,Fasciola gigantica,Fasciola gigantica,Worms,other,4,0,0,0,0,0
11765,,Gobiomorphus cotidianus,Gobiomorphus cotidianus,Fish,fish,4,0,0,0,1,0
5256,,Gobius sp.,Gobius sp.,Fish,fish,4,0,0,0,0,0
62160,,Hamiota subangulata,Hamiota subangulata,Molluscs;U.S. Threatened and Endangered Species,other,4,0,0,0,0,0
16354,,Helisoma duryi,Helisoma duryi,Molluscs,other,4,0,0,0,0,0
2038,,Hesperophylax sp.,Hesperophylax sp.,Insects/Spiders,other,4,0,0,0,0,0
18593,,Hyale longicornis,Hyale longicornis,Crustaceans,crusta,4,0,0,0,0,0
4713,,Hydropsyche siltalai,Hydropsyche siltalai,Insects/Spiders,other,4,0,0,0,0,0
1647,,Hydropsychidae,Hydropsychidae,Insects/Spiders,other,4,0,0,0,0,0
19880,,Hyla meridionalis,Hyla meridionalis,Amphibians,other,4,0,0,0,0,0
5168,,Ichthyomyzon sp.,Ichthyomyzon sp.,Fish,fish,4,0,0,0,0,0
161,,Illybius angustior,Illybius angustior,Insects/Spiders,other,4,0,0,0,0,0
616,,Isoperla slossonae,Isoperla slossonae,Insects/Spiders,other,4,0,0,0,0,0
1172,,Isoperla sp.,Isoperla sp.,Insects/Spiders,other,4,0,0,0,0,0
4570,,Laevicardium mortoni,Laevicardium mortoni,Molluscs,other,4,0,0,0,0,0
5172,,Lampetra sp.,Lampetra sp.,Fish,fish,4,0,0,0,0,0
16172,,Lampsilis sp.,Lampsilis sp.,Molluscs,other,4,0,0,0,0,0
2773,,Lanistes carinatus,Lanistes carinatus,Molluscs,other,4,0,0,0,0,0
65586,,Lateolabrax maculatus,Lateolabrax maculatus,Fish,fish,4,0,0,0,0,0
65839,,Lebertia sp.,Lebertia sp.,Insects/Spiders,other,4,0,0,0,0,0
4572,,Leiopotherapon unicolor,Leiopotherapon unicolor,Fish,fish,4,0,0,0,0,0
1239,,Leptodictyum riparium,Leptodictyum riparium,"Moss, Hornworts",other,4,0,0,0,0,0
450,,Lophopodella carteri,Lophopodella carteri,Other Invertebrates,other,4,0,0,0,0,0
237,,Lymnaea palustris,Lymnaea palustris,Molluscs,other,4,0,0,0,0,0
18591,,Melita awa,Melita awa,Crustaceans,crusta,4,0,0,0,0,0
18589,,Melita matilda,Melita matilda,Crustaceans,crusta,4,0,0,0,0,0
994,,Metapenaeopsis barbata,Metapenaeopsis barbata,Crustaceans,crusta,4,0,0,0,0,0
22680,,Micrasema sp.,Micrasema sp.,Insects/Spiders,other,4,0,0,0,0,0
498,,Microcoleus vaginatus,Microcoleus vaginatus,Algae,algae,4,0,0,0,0,0
455,,Misgurnus fossilis,Misgurnus fossilis,Fish,fish,4,0,0,0,0,0
989,,Modiolus modiolus,Modiolus modiolus,Molluscs,other,4,0,0,0,0,0
30978,,Molanna angustata,Molanna angustata,Insects/Spiders,other,4,0,0,0,0,0
4865,,Monhystera microphthalma,Monhystera microphthalma,Worms,other,4,0,0,0,0,0
1003,,Monodonta turbinata,Monodonta turbinata,Molluscs,other,4,0,0,0,0,0
11743,,Morula granulata,Morula granulata,Molluscs,other,4,0,0,0,0,0
10897,,Myriophyllum heterophyllum,Myriophyllum heterophyllum,"Flowers, Trees, Shrubs, Ferns;U.S. Invasive Species",other,4,0,0,0,0,0
10365,,Myriophyllum verticillatum,Myriophyllum verticillatum,"Flowers, Trees, Shrubs, Ferns",other,4,0,0,0,0,0
18256,,Mysella anomala,Mysella anomala,Molluscs,other,4,0,0,0,0,0
1984,,Mysida,Mysida,Crustaceans,crusta,4,0,0,0,0,0
2083,,Mytilus edulis ssp. planulatus,Mytilus edulis ssp. planulatus,Molluscs,other,4,0,0,0,0,0
65232,,Neocaridina denticulata ssp. sinensis,Neocaridina denticulata ssp. sinensis,Crustaceans,crusta,4,0,0,0,0,0
5874,,Neoniphargus sp.,Neoniphargus sp.,Crustaceans,crusta,4,0,0,0,0,0
11107,,Nerita albicilla,Nerita albicilla,Molluscs,other,4,0,0,0,0,0
11104,,Nerita chamaeleon,Nerita chamaeleon,Molluscs,other,4,0,0,0,0,0
16068,,Nostoc sphaericum,Nostoc sphaericum,Algae,algae,4,0,0,0,0,0
16784,,Notonecta indica,Notonecta indica,Insects/Spiders,other,4,0,0,0,0,0
515,,Notonectidae,Notonectidae,Insects/Spiders,other,4,0,0,0,0,0
34561,,Odontella mobiliensis,Odontella mobiliensis,Algae,algae,4,0,0,0,0,0
975,,Oligochaeta,Oligochaeta,Worms,other,4,0,0,0,0,0
20115,,Onchidium sp.,Onchidium sp.,Molluscs,other,4,0,0,0,0,0
5913,,Opercularia coarctata,Opercularia coarctata,Other Invertebrates,other,4,0,0,0,0,0
5912,,Opercularia minima,Opercularia minima,Other Invertebrates,other,4,0,0,0,0,0
615,,Paragnetina media,Paragnetina media,Insects/Spiders,other,4,0,0,0,0,0
15674,,Parathelphusidae,Parathelphusidae,Crustaceans,crusta,4,0,0,0,0,0
876,,Pectinatella magnifica,Pectinatella magnifica,Other Invertebrates,other,4,0,0,0,0,0
66068,,Peracantha truncata,Peracantha truncata,Crustaceans,crusta,4,0,0,0,0,0
5184,,Petromyzon sp.,Petromyzon sp.,Fish,fish,4,0,0,0,0,0
16296,,Physalaemus biligonigerus,Physalaemus biligonigerus,Amphibians,other,4,0,0,0,0,0
44328,,Physalaemus centralis,Physalaemus centralis,Amphibians,other,4,0,0,0,0,0
6080,,Physella integra,Physella integra,Molluscs,other,4,0,0,0,0,0
25539,,Pila ovata,Pila ovata,Molluscs,other,4,0,0,0,0,0
10437,,Plectus parietinus,Plectus parietinus,Worms,other,4,0,0,0,0,0
39968,,Poecilobdella viridis,Poecilobdella viridis,Worms,other,4,0,0,0,0,0
31029,,Polypedates cruciger,Polypedates cruciger,Amphibians,other,4,0,0,0,0,0
29905,,Polypedilum nubiferum,Polypedilum nubiferum,Insects/Spiders,other,4,0,0,0,0,0
5828,,Prionchulus punctatus,Prionchulus punctatus,Worms,other,4,0,0,0,0,0
17546,,Procloeon sp.,Procloeon sp.,Insects/Spiders,other,4,0,0,0,0,0
4592,,Prymnesiophyceae,Prymnesiophyceae,Algae,algae,4,0,0,0,0,0
185,,Psectrocladius sp.,Psectrocladius sp.,Insects/Spiders,other,4,0,0,0,0,0
48093,,Pseudomugil tenellus,Pseudomugil tenellus,Fish,fish,4,0,0,0,0,0
30056,,Quasipaa spinosa,Quasipaa spinosa,Amphibians,other,4,0,0,0,0,0
6020,,Radix peregra,Radix peregra,Molluscs,other,4,0,0,0,0,0
5653,,Radix plicatula,Radix plicatula,Molluscs,other,4,0,0,0,0,0
17968,,Rana cascadae,Rana cascadae,Amphibians,other,4,0,0,0,0,0
5938,,Saccostrea cuccullata,Saccostrea cuccullata,Molluscs,other,4,0,0,0,0,0
2246,,Sagittaria sp.,Sagittaria sp.,"Flowers, Trees, Shrubs, Ferns",other,4,0,0,0,0,0
1470,,Salvelinus leucomaenis,Salvelinus leucomaenis,Fish,fish,4,0,0,0,0,0
18293,,Scapholeberis microcephala,Scapholeberis microcephala,Crustaceans,crusta,4,0,0,0,0,0
556,,Scenedesmus obtusiusculus,Scenedesmus obtusiusculus,Algae,algae,4,0,0,0,0,0
1190,,Scenedesmus opoliensis,Scenedesmus opoliensis,Algae,algae,4,0,0,0,0,0
16974,,Scherffelia dubia,Scherffelia dubia,Algae,algae,4,0,0,0,0,0
2837,,Schistosoma haematobium,Schistosoma haematobium,Worms,other,4,0,0,0,0,0
11733,,Scinax nasica,Scinax nasica,Amphibians,other,4,0,0,0,0,0
11558,,Scrippsiella trochoidea,Scrippsiella trochoidea,Algae,algae,4,0,0,0,1,0
692,,Simuliidae,Simuliidae,Insects/Spiders,other,4,0,0,0,0,0
34079,,Sinotaia aeruginosa,Sinotaia aeruginosa,Molluscs,other,4,0,0,0,0,0
18259,,Soletellina alba,Soletellina alba,Molluscs,other,4,0,0,0,0,0
28720,,Spea bombifrons,Spea bombifrons,Amphibians,other,4,0,0,0,0,0
2099,,Spirodela oligorhiza,Spirodela oligorhiza,"Flowers, Trees, Shrubs, Ferns;Standard Test Species",other,4,0,0,0,0,0
38526,,Spongiochloris excentrica,Spongiochloris excentrica,Algae,algae,4,0,0,0,0,0
17078,,Staurastrum cristatum,Staurastrum cristatum,Algae,algae,4,0,0,0,0,0
2785,,Stenonema femoratum,Stenonema femoratum,Insects/Spiders,other,4,0,0,0,0,0
6066,,Stenonema rubrum,Stenonema rubrum,Insects/Spiders,other,4,0,0,0,0,0
16798,,Storeatula major,Storeatula major,Algae,algae,4,0,0,0,0,0
6101,,Sweltsa sp.,Sweltsa sp.,Insects/Spiders,other,4,0,0,0,0,0
2323,,Synedra ulna,Synedra ulna,Algae,algae,4,0,0,0,0,0
3057,,Tanypus neopunctipennis,Tanypus neopunctipennis,Insects/Spiders,other,4,0,0,0,0,0
1448,,Thalassia testudinum,Thalassia testudinum,"Flowers, Trees, Shrubs, Ferns",other,4,0,0,0,0,0
2881,,Theragra chalcogramma,Theragra chalcogramma,Fish,fish,4,0,0,0,0,0
20057,,Tricladium chaetocladium,Tricladium chaetocladium,Fungi,other,4,0,0,0,0,0
605,,Tricorythodes sp.,Tricorythodes sp.,Insects/Spiders,other,4,0,0,0,0,0
843,,Tropisternus lateralis,Tropisternus lateralis,Insects/Spiders,other,4,0,0,0,0,0
5830,,Tylenchus elegans,Tylenchus elegans,Worms,other,4,0,0,0,0,0
4602,,Uronema marinum,Uronema marinum,Other Invertebrates,other,4,0,0,0,0,0
644,644,Acartia simplex,Acartia simplex,Crustaceans,crusta,3,3,1,0,0,0
1779,1779,Acartia spinicauda,Acartia spinicauda,Crustaceans,crusta,3,3,1,0,0,0
274,274,Agosia chrysogaster,Agosia chrysogaster,Fish,fish,3,3,1,0,1,1
2714,2714,Alona guttata,Alona guttata,Crustaceans,crusta,3,3,1,0,0,0
18137,18137,Amphora coffeaeformis var. perpusilla,Amphora coffeaeformis var. perpusilla,Algae,algae,3,3,1,0,0,0
1767,1767,Anacystis alpicola,Gloeocapsa alpicola,Algae,algae,3,3,1,0,0,0
15658,15658,Aphanius iberus,Aphanius iberus,Fish,fish,3,3,1,1,1,1
4739,4739,Barbus macrops,Barbus macrops,Fish,fish,3,3,1,0,0,0
278,278,Canthocamptus sp.,Canthocamptus sp.,Crustaceans,crusta,3,3,1,0,0,0
6051,6051,Catostomus platyrhynchus,Catostomus platyrhynchus,Fish,fish,3,3,1,0,1,1
1255,1255,Chlorococcum hypnosporum,Chlorococcum hypnosporum,Algae,algae,3,3,1,0,0,0
5399,5399,Cichlasoma managuense,Cichlasoma managuense,Fish,fish,3,3,1,0,0,0
2961,2961,Cichlasoma urophthalmus,Cichlasoma urophthalmus,Fish,fish,3,3,1,0,0,0
4746,4746,Clarias anguillaris,Clarias anguillaris,Fish,fish,3,3,1,0,1,0
432,432,Danio malabaricus,Danio malabaricus,Fish,fish,3,3,1,0,0,0
18313,18313,Echinogammarus meridionalis,Echinogammarus meridionalis,Crustaceans,crusta,3,3,1,0,0,0
2957,2957,Eucalanus sp.,Eucalanus sp.,Crustaceans,crusta,3,3,1,0,0,0
2983,2983,Galaxias truttaceus,Galaxias truttaceus,Fish,fish,3,3,1,0,1,0
17737,17737,Gambusia yucatana,Gambusia yucatana,Fish,fish,3,3,1,0,1,0
5672,5672,Garra gotyla ssp. gotyla,Garra gotyla ssp. gotyla,Fish,fish,3,3,1,0,0,0
20592,20592,Heptacarpus futilirostris,Heptacarpus futilirostris,Crustaceans,crusta,3,3,1,0,0,0
1036,1036,Heteromycteris capensis,Heteromycteris capensis,Fish,fish,3,3,1,0,0,0
32815,32815,Hyphessobrycon eques,Hyphessobrycon eques,Fish,fish,3,3,1,0,1,0
2618,2618,Ictalurus furcatus,Ictalurus furcatus,Fish,fish,3,3,1,1,1,1
860,860,Labeo bata,Labeo bata,Fish,fish,3,3,1,0,1,0
581,581,Labeo boga,Labeo boga,Fish,fish,3,3,1,0,1,0
4623,4623,Labeo calbasu,Labeo calbasu,Fish,fish,3,3,1,0,1,0
17080,17080,Leander tenuicornis,Leander tenuicornis,Crustaceans,crusta,3,3,1,0,0,0
1587,1587,Lepomis sp.,Lepomis sp.,Fish,fish,3,3,1,0,0,0
1015,1015,Leuciscus cephalus,Leuciscus cephalus,Fish,fish,3,3,1,0,0,0
1715,1715,Lythrurus umbratilis,Lythrurus umbratilis,Fish,fish,3,3,1,1,1,1
41454,41454,Macrothrix flabelligera,Macrothrix flabelligera,Crustaceans,crusta,3,3,1,0,0,0
16419,16419,Maja squinado,Maja squinado,Crustaceans,crusta,3,3,1,0,1,0
6040,6040,Metamysidopsis elongata,Metamysidopsis elongata,Crustaceans,crusta,3,3,1,0,0,0
17211,17211,Microdeutopus gryllotalpa,Microdeutopus gryllotalpa,Crustaceans,crusta,3,3,1,0,0,0
1058,1058,Micropterus treculii,Micropterus treculii,Fish,fish,3,3,1,0,1,1
11490,11490,Monoraphidium minutum,Monoraphidium minutum,Algae,algae,3,3,1,0,0,0
10442,10442,Nannochloris atomus,Nannochloris atomus,Algae,algae,3,3,1,0,0,0
16310,16310,Odontesthes regia,Odontesthes regia,Fish,fish,3,3,1,0,1,0
645,645,Paracalanus parvus,Paracalanus parvus,Crustaceans,crusta,3,3,1,0,0,0
17743,17743,Paramelita nigroculus,Paramelita nigroculus,Crustaceans,crusta,3,3,1,0,0,0
2148,2148,Portunus trituberculatus,Portunus trituberculatus,Crustaceans,crusta,3,3,1,0,0,1
4737,4737,Pseudambassis ranga,Parambassis ranga,Fish,fish,3,3,1,0,0,0
628,628,Rasbora neilgherriensis,Rasbora neilgherriensis,Fish,fish,3,3,1,0,0,0
646,646,Scutellidium sp.,Scutellidium sp.,Crustaceans,crusta,3,3,1,0,0,0
10418,10418,Solea senegalensis,Solea senegalensis,Fish,fish,3,3,1,0,1,1
5999,5999,Subeucalanus pileatus,Subeucalanus pileatus,Crustaceans,crusta,3,3,1,0,0,0
4415,4415,Tilapia hornorum,Tilapia hornorum,Fish,fish,3,3,1,0,0,0
4828,4828,Tilapia spilurus,Tilapia spilurus,Fish,fish,3,3,1,0,0,0
703,703,Tortanus forcipatus,Tortanus forcipatus,Crustaceans,crusta,3,3,1,0,0,0
763,763,Uca pugnax,Uca pugnax,Crustaceans,crusta,3,3,1,0,0,0
31,31,Chlorella ovalis,Chlorella ovalis,Algae,algae,3,2,1,0,0,0
2402,2402,Gonium sp.,Gonium sp.,Algae,algae,3,2,1,0,0,0
3049,3049,Siganus fuscescens,Siganus fuscescens,Fish,fish,3,2,1,0,1,0
491,491,Stenotomus chrysops,Stenotomus chrysops,Fish,fish,3,2,1,0,1,0
4414,4414,Synedra rumpens,Synedra rumpens,Algae,algae,3,2,1,0,0,0
3060,3060,Tridentiger trigonocephalus,Tridentiger trigonocephalus,Fish,fish,3,2,1,0,1,0
4539,4539,Achnanthes minutissima,Achnanthes minutissima,Algae,algae,3,1,1,0,0,0
19045,19045,Alona rectangula,Alona rectangula,Crustaceans,crusta,3,1,1,0,0,0
289,289,Ambloplites rupestris,Ambloplites rupestris,Fish,fish,3,1,1,0,1,1
3003,3003,Anonyx nugax,Anonyx nugax,Crustaceans,crusta,3,1,1,0,0,0
1963,1963,Asterionella formosa,Asterionella formosa,Algae,algae,3,1,1,1,1,0
172,172,Bosmina coregoni,Eubosmina coregoni,Crustaceans,crusta,3,1,1,0,0,0
18404,18404,Clarias submarginatus,Clarias submarginatus,Fish,fish,3,1,1,0,1,0
34113,34113,Microcystis novacekii,Microcystis novacekii,Algae,algae,3,1,1,1,1,0
1889,1889,Pediastrum duplex,Pediastrum duplex,Algae,algae,3,1,1,0,0,0
28981,28981,Phalloceros caudimaculatus,Phalloceros caudimaculatus,Fish,fish,3,1,1,0,1,0
100,100,Pomoxis annularis,Pomoxis annularis,Fish,fish,3,1,1,0,1,1
2191,2191,Salvelinus alpinus,Salvelinus alpinus,Fish,fish,3,1,1,1,1,1
1900,1900,Thalassiosira rotula,Thalassiosira rotula,Algae,algae,3,1,1,0,1,0
19182,19182,Zygnema cylindricum,Zygnema cylindricum,Algae,algae,3,1,1,0,0,0
65169,,Acartia danae,Acartia danae,Crustaceans,crusta,3,0,0,0,0,0
1911,,Acartia hudsonica,Acartia hudsonica,Crustaceans,crusta,3,0,0,0,0,0
7385,,Acrobeles sp.,Acrobeles sp.,Worms,other,3,0,0,0,0,0
7388,,Acrobeloides sp.,Acrobeloides sp.,Worms,other,3,0,0,0,0,0
4375,,Adineta vaga,Adineta vaga,Other Invertebrates,other,3,0,0,0,0,0
65056,,Aequipecten tehuelchus,Aequipecten tehuelchus,Molluscs,other,3,0,0,0,0,0
3039,,Agnetina capitata,Agnetina capitata,Insects/Spiders,other,3,0,0,0,0,0
1387,,Alona sp.,Alona sp.,Crustaceans,crusta,3,0,0,0,0,0
5333,,Ambystoma jeffersonianum,Ambystoma jeffersonianum,Amphibians,other,3,0,0,0,0,0
5145,,Amphinemura sulcicollis,Amphinemura sulcicollis,Insects/Spiders,other,3,0,0,0,0,0
65872,,Anabaena affinis,Anabaena affinis,Algae,algae,3,0,0,0,0,0
11767,,Anguilla australis,Anguilla australis,Fish,fish,3,0,0,0,1,0
11777,,Anguilla dieffenbachii,Anguilla dieffenbachii,Fish,fish,3,0,0,0,0,0
1275,,Anisogammarus confervicolus,Anisogammarus confervicolus,Crustaceans,crusta,3,0,0,0,0,0
49561,,Ankistrodesmus fusiformis,Ankistrodesmus fusiformis,Algae,algae,3,0,0,0,0,0
5728,,Anopheles coustani,Anopheles coustani,Insects/Spiders,other,3,0,0,0,0,0
7400,,Aphelenchoides sp.,Aphelenchoides sp.,Worms,other,3,0,0,0,0,0
23393,,Arctopsyche sp.,Arctopsyche sp.,Insects/Spiders,other,3,0,0,0,0,0
6025,,Armandia brevis,Armandia brevis,Worms,other,3,0,0,0,0,0
4544,,Armandia maculata,Armandia maculata,Worms,other,3,0,0,0,0,0
1810,,Asplanchna brightwelli,Asplanchna brightwelli,Other Invertebrates,other,3,0,0,0,0,0
11785,,Austromenidia laticlavia,Austromenidia laticlavia,Fish,fish,3,0,0,0,0,0
5656,,Azolla filiculoides,Azolla filiculoides,"Flowers, Trees, Shrubs, Ferns",other,3,0,0,0,0,0
5736,,Biomphalaria pfeifferi,Biomphalaria pfeifferi,Molluscs,other,3,0,0,0,0,0
1225,,Bivalvia,Bivalvia,Molluscs;Standard Test Species,other,3,0,0,0,0,0
56684,,Boana faber,Boana faber,Amphibians,other,3,0,0,0,0,0
3010,,Boeckosimus edwardsi,Boeckosimus edwardsi,Crustaceans,crusta,3,0,0,0,0,0
2139,,Brachiomonas submarina,Brachiomonas submarina,Algae,algae,3,0,0,0,0,0
1293,,Brachycentrus numerosus,Brachycentrus numerosus,Insects/Spiders,other,3,0,0,0,0,0
64804,,Branchinecta lindahli,Branchinecta lindahli,Crustaceans,crusta,3,0,0,0,0,0
11455,,Branchiostomidae,Branchiostomidae,Other Invertebrates,other,3,0,0,0,0,0
755,,Buenoa sp.,Buenoa sp.,Insects/Spiders,other,3,0,0,0,0,0
19560,,Bufo japonicus ssp. formosus,Bufo japonicus ssp. formosus,Amphibians,other,3,0,0,0,0,0
2247,,Bulinus tropicus,Bulinus tropicus,Molluscs,other,3,0,0,0,0,0
1454,,Caenis maxima,Caenis maxima,Insects/Spiders,other,3,0,0,0,0,0
1253,,Caenis robusta,Caenis robusta,Insects/Spiders,other,3,0,0,0,0,0
17217,,Calineuria californica,Calineuria californica,Insects/Spiders,other,3,0,0,0,0,0
4711,,Calopteryx splendens,Calopteryx splendens,Insects/Spiders,other,3,0,0,0,0,0
235,,Campeloma decisum,Campeloma decisum,Molluscs,other,3,0,0,0,0,0
20118,,Carassius gibelio,Carassius gibelio,Fish,fish,3,0,0,0,1,1
7426,,Cervidellus sp.,Cervidellus sp.,Worms,other,3,0,0,0,0,0
620,,Chimarra obscura,Chimarra obscura,Insects/Spiders,other,3,0,0,0,0,0
1251,,Chironomus gripekoveni,Chironomus gripekoveni,Insects/Spiders,other,3,0,0,0,0,0
10422,,Chironomus luridus,Chironomus luridus,Insects/Spiders,other,3,0,0,0,0,0
17085,,Chlorolobion braunii,Chlorolobion braunii,Algae,algae,3,0,0,0,0,0
1494,,Ciona intestinalis,Ciona intestinalis,Other Invertebrates,other,3,0,0,0,0,0
2814,,Cirratulus cirratus,Cirratulus cirratus,Worms,other,3,0,0,0,0,0
3016,,Cirriformia tentaculata,Cirriformia tentaculata,Worms,other,3,0,0,0,0,0
2396,,Clinotanypus pinguis,Clinotanypus pinguis,Insects/Spiders,other,3,0,0,0,0,0
4785,,Corixa sp.,Corixa sp.,Insects/Spiders,other,3,0,0,0,0,0
538,,Corixidae,Corixidae,Insects/Spiders,other,3,0,0,0,0,0
1276,,Corophium salmonis,Corophium salmonis,Crustaceans,crusta,3,0,0,0,0,0
46450,,Coscinodiscus centralis,Coscinodiscus centralis,Algae,algae,3,0,0,0,0,0
57917,,Cristatella mucedo,Cristatella mucedo,Other Invertebrates,other,3,0,0,0,0,0
2770,,Crocothemis erythraea,Crocothemis erythraea,Insects/Spiders,other,3,0,0,0,0,0
17073,,Culex annulirostris,Culex annulirostris,Insects/Spiders,other,3,0,0,0,0,0
10413,,Culiseta longiareolata,Culiseta longiareolata,Insects/Spiders,other,3,0,0,0,0,0
1844,,Cybister sp.,Cybister sp.,Insects/Spiders,other,3,0,0,0,0,0
1158,,Cyclops bicuspidatus,Cyclops bicuspidatus,Crustaceans,crusta,3,0,0,0,0,0
3020,21:1520:3020,Cyprinus carpio ssp. carpio,Cyprinus carpio ssp. carpio,Fish,fish,3,0,0,0,0,0
33338,,Delphinidae,Delphinidae,Mammals,other,3,0,0,0,0,0
1246,,Dero obtusa,Dero obtusa,Worms,other,3,0,0,0,0,0
2825,,Dero sp.,Dero sp.,Worms,other,3,0,0,0,0,0
11247,,Dexiostoma campyla,Dexiostoma campyla,Other Invertebrates,other,3,0,0,0,0,0
461,,Dineutus americanus,Dineutus americanus,Insects/Spiders,other,3,0,0,0,0,0
4790,,Egeria radiata,Egeria radiata,Molluscs,other,3,0,0,0,0,0
3022,,Einfeldia natchitocheae,Einfeldia natchitocheae,Insects/Spiders,other,3,0,0,0,0,0
2866,,Enallagma cyathigerum,Enallagma cyathigerum,Insects/Spiders,other,3,0,0,0,0,0
4620,,Eohaustorius washingtonianus,Eohaustorius washingtonianus,Crustaceans;Standard Test Species,crusta,3,0,0,0,0,0
17874,,Epinephelus coioides,Epinephelus coioides,Fish,fish,3,0,0,0,0,0
62156,,Epioblasma rangiana,Epioblasma rangiana,Molluscs;U.S. Threatened and Endangered Species,other,3,0,0,0,0,0
11715,,Eristalis arbustorum,Eristalis arbustorum,Insects/Spiders,other,3,0,0,0,0,0
1248,,Eristalis tenax,Eristalis tenax,Insects/Spiders,other,3,0,0,0,0,0
40845,,Etheostoma rufilineatum,Etheostoma rufilineatum,Fish,fish,3,0,0,0,0,0
454,,Eudorina elegans,Eudorina elegans,Algae,algae,3,0,0,0,0,0
17195,,Fasciola hepatica,Fasciola hepatica,Worms,other,3,0,0,0,0,0
39921,,Galdieria sulphuraria,Galdieria sulphuraria,Algae,algae,3,0,0,0,0,0
51756,,Gammarus elvirae,Gammarus elvirae,Crustaceans,crusta,3,0,0,0,0,0
1274,,Gnorimosphaeroma oregonensis,Gnorimosphaeroma oregonensis,Crustaceans,crusta,3,0,0,0,0,0
11764,,Gobiomorphus huttoni,Gobiomorphus huttoni,Fish,fish,3,0,0,0,1,0
4396,,Hexatoma sp.,Hexatoma sp.,Insects/Spiders,other,3,0,0,0,0,0
846,,Hydrophilus triangularis,Hydrophilus triangularis,Insects/Spiders,other,3,0,0,0,0,0
258,,Hydropsyche betteni,Hydropsyche betteni,Insects/Spiders,other,3,0,0,0,0,0
4607,,Hydropsyche exocellata,Hydropsyche exocellata,Insects/Spiders,other,3,0,0,0,0,0
19558,,Hyla japonica,Hyla japonica,Amphibians,other,3,0,0,0,0,0
5877,,Ischnochiton hakodadensis,Ischnochiton hakodadensis,Molluscs,other,3,0,0,0,0,0
1672,,Ischnura heterosticta,Ischnura heterosticta,Insects/Spiders,other,3,0,0,0,0,0
28033,,Isidorella newcombi,Isidorella newcombi,Molluscs,other,3,0,0,0,0,0
59354,,Konosirus punctatus,Konosirus punctatus,Fish,fish,3,0,0,0,0,0
51775,,Lecane papuana,Lecane papuana,Other Invertebrates,other,3,0,0,0,0,0
5971,,Lepidodermella squamatum,Lepidodermella squamatum,Other Invertebrates,other,3,0,0,0,0,0
5876,,Lepidozona albrechtii,Lepidozona albrechtii,Molluscs,other,3,0,0,0,0,0
1217,,Leptophlebiidae,Leptophlebiidae,Insects/Spiders,other,3,0,0,0,0,0
2227,,Leptosynapta inhaerens,Leptosynapta inhaerens,Other Invertebrates,other,3,0,0,0,0,0
18976,,Leptoxis dilatata,Leptoxis dilatata,Molluscs,other,3,0,0,0,0,0
1467,,Lithobates palustris,Lithobates palustris,Amphibians,other,3,0,0,0,0,0
11774,,Litoria adelaidensis,Litoria adelaidensis,Amphibians,other,3,0,0,0,0,0
625,,Lumbricidae,Lumbricidae,Worms,other,3,0,0,0,0,0
18435,,Lymnaea rubiginosa,Lymnaea rubiginosa,Molluscs,other,3,0,0,0,0,0
4817,,Mnemiopsis mccradyi,Mnemiopsis mccradyi,Other Invertebrates,other,3,0,0,0,0,0
